"Csf-1"	"Csf-2"	"Csf-3"	"Csf-4"	"Csf-5"
-4.76846	-2.8922	-2.10991	-0.01674	-2.10991
-3.43825	-1.1662	-1.67825	-0.92783	-1.67825
-8.30802	-3.7357	0.23139	0.07536	0.23139
-9.43371	-3.5789	-3.83795	0.00291	-3.83795
-19.1193	-5.2318	-3.6991	-2.10156	-3.6991
-13.70088	-6.5165	-2.19836	-1.19247	-2.19836
-17.90533	-7.1929	-1.13855	-0.20575	-1.13855
-15.95183	-5.3935	-2.25758	-0.03343	-2.25758
-3.65175	-0.8522	-3.61654	-1.19687	-2.81926
-18.42516	-6.117	-2.97424	-0.99518	-2.97424
0.69285	-4.178	-0.85166	-0.66218	-0.85166
-19.0532	-10.0763	-1.40607	-0.5577	-1.40607
-22.97293	-9.9587	-1.67443	-2.58129	-1.67443
-12.06987	-2.7795	-0.11133	0.53514	-0.11133
-3.10615	-4.4213	-1.40212	-0.37745	-1.40212
-5.74482	-3.911	-1.01453	-1.56934	-1.01453
-2.57135	-2.8829	-1.42104	0.64561	-1.13663
-2.76659	-2.8902	-1.04793	0.05441	-1.04793
-5.16441	-5.3188	-2.22995	-2.69944	-2.22995
-2.33792	-2.7242	-2.75853	-0.31338	-2.75853
-3.50581	-4.6368	-1.67854	-0.24626	-1.67854
-12.83172	-4.6204	-1.70973	-1.47376	-1.70973
-9.64906	-5.6015	0.61943	-0.73604	0.61943
-14.61162	-5.1278	-2.19633	-1.83366	-2.19633
-9.61507	-4.6208	-2.22363	-0.6483	-0.66084
-7.67003	-6.0299	-3.21781	-0.00272	-3.21781
-9.97289	-5.0067	-0.97642	-0.41084	-0.97642
-9.87736	-7.1847	-2.23926	-0.6492	-2.23926
-8.52343	-6.8869	-1.66364	0.03316	-1.53953
-10.30304	-4.6487	-1.67356	-0.21251	-2.212
-9.84747	-6.7826	-3.96256	-3.50738	-3.33868
-10.94881	-5.0071	-0.67179	0.51971	-0.67179
-10.28817	-5.0311	-4.51714	0.15755	-4.51714
-15.56847	-5.1148	-0.76987	0.00017	-0.76987
-12.44067	-3.6143	-3.13559	-0.53482	-3.13559
-19.59385	-4.7086	-0.36881	-0.09008	-0.36881
-13.04688	-4.9552	-2.26591	-2.08461	-2.26591
-10.05343	-4.3859	-1.48963	0.70158	0.0415
-23.98135	-6.5629	-1.3556	-1.21396	-1.3556
-17.75562	-8.0048	-2.92328	-3.32658	-2.92328
-14.38687	-8.5799	0.82421	-1.43908	0.82421
-23.22886	-9.3136	-0.92916	-1.82643	-0.09427
-10.67334	-6.0776	-0.63355	0.11877	-0.63355
-9.10919	-3.9041	-2.16213	-1.19289	-1.10885
-5.24516	-4.2379	-1.38694	0.50543	-1.38694
-8.72604	-5.1588	-2.99179	-0.39667	-2.44009
-8.46509	-3.8803	-0.98286	0.8331	-1.17594
-5.88956	-3.8719	-2.78116	-1.86188	-2.78116
-7.5864	-4.7938	-2.36515	-0.35437	-2.36515
-7.09914	-3.8215	0.11802	-1.65276	-0.53915
-4.18893	-2.5066	-1.91256	-1.20407	-3.56357
-6.20217	-3.9075	-3.32891	-2.04991	-3.88964
-8.36033	-5.422	-3.22527	0.5797	-3.22527
-4.74859	-4.8261	-1.48407	1.15639	-0.84612
-21.45697	-5.1169	-3.81934	-3.68723	-3.81934
-27.53907	-5.9078	-3.27409	-1.14975	-3.27409
-12.32724	-6.4756	-3.83556	-0.57766	-3.83556
-14.73138	-9.1186	-3.09634	-0.44186	0.0129
-22.06896	-9.1303	-2.10821	-2.93675	-2.10821
-11.55413	-9.2644	-3.3961	-2.0615	-3.83742
-22.2594	-5.5238	-4.89423	-2.66783	-4.0216
-13.45686	-7.1296	-1.77962	1.48094	-1.38567
-14.55157	-6.9569	-3.508	-3.036	-3.508
-3.66219	-3.1901	-3.65159	-3.52689	-3.65159
-11.52362	-4.5991	-1.31821	0.07556	-1.31821
-14.28728	-3.7128	-1.98821	1.76376	-1.98821
-8.76614	-5.3365	-4.04118	-1.20339	-4.04118
-14.44864	-8.1775	-0.28466	0.70994	-0.28466
-8.61106	-5.3211	-1.76689	-0.73206	-1.76689
-4.75817	-4.09	-1.62148	-1.65865	-1.62148
-6.21535	-3.2096	-2.1255	0.20888	-2.1255
-8.62562	-3.7151	-2.93953	-0.48881	-2.95987
-6.44914	-3.1243	-1.08072	-1.00388	-0.22548
-6.67942	-3.7632	-1.29904	-0.61269	-1.29904
-5.28784	-3.7143	-0.87376	-1.0745	-0.87376
-7.28373	-3.7943	-1.22761	-1.36028	-1.22761
-35.81427	-8.9634	-2.66246	0.55546	-2.66246
-10.78292	-4.0528	-3.21291	0.71407	-0.66221
-13.44493	-6.5414	0.81534	-0.53765	-0.11479
-4.65228	-3.5778	-1.78841	0.14473	-1.78841
-18.49776	-9.6821	-0.34022	2.31482	-0.34022
-6.60238	-4.6924	-0.53641	-0.66448	-0.53641
-4.05281	-3.3775	-1.34495	-0.10625	-1.40713
-29.76677	-9.5353	-1.24362	0.58564	-1.24362
-3.75433	-0.5133	-0.16638	-1.62181	-0.16638
-6.50706	-4.2635	-1.05372	0.03441	-1.20677
-5.86074	-3.4059	-0.8637	-1.65038	-0.8637
-6.206	-4.1219	-0.96451	-1.84462	-0.96451
-3.1765	-3.542	-1.89619	-1.73669	-1.89619
-2.52787	-4.0436	-4.007	-0.93119	-2.39387
-4.74075	-4.3284	-1.79188	-1.14808	-1.79188
-6.5814	-4.062	-2.67325	-3.29029	-2.67325
-3.83636	-3.9398	-1.08162	-1.68058	-1.08162
-7.04156	-4.6322	-3.65872	-2.17725	-3.11045
-5.25319	-4.1363	-0.0367	-1.11556	-0.37473
-6.88488	-4.7129	-2.41518	0.12	-2.41518
-5.8644	-4.9111	-2.38731	-1.77482	-2.38731
-5.55469	-4.4585	-3.5569	-0.80171	-3.5569
-4.78622	-4.1769	-0.57598	-1.64982	-0.0318
-4.2834	-4.3311	-2.01044	-0.91405	-2.01044
-3.55805	-4.6685	-2.53744	0.13612	-2.53744
-4.31298	-3.7581	-3.6548	-1.8556	-3.6548
-3.73379	-4.4737	-0.91206	-1.79901	-0.85562
-2.22082	-3.2967	0.21833	-0.70133	-0.3805
-7.20526	-4.623	-3.99832	-0.13346	-3.99832
-3.59239	-4.4423	-0.46209	-2.38091	0.5347
-6.43001	-5.2229	-1.42797	-0.54154	-1.42797
-5.61295	-7.8663	-0.334	-1.06128	-0.334
-8.43704	-6.6026	-3.0487	-0.30843	-0.99947
-7.83138	-6.2103	-1.52456	0.09242	-1.52456
-6.43143	-6.0851	-1.83478	0.50055	-1.83478
-5.82986	-7.0135	-0.05791	1.17161	-0.05791
-6.78628	-5.7242	-0.64624	-1.15091	-0.53274
-8.69878	-3.1667	-2.43754	-0.30217	-2.43754
-39.15759	-7.3098	-2.30711	0.60519	-2.30711
-9.51905	-3.2996	-0.33811	-0.88263	0.36589
-21.8833	-6.9754	-2.50201	-0.14453	-2.50201
-27.87795	-6.677	-0.75965	0.20268	-0.75965
-5.12815	-3.0242	-2.11272	-1.38842	-2.11272
-8.98652	-5.4561	-1.5458	1.68291	-1.5458
-7.3424	-4.825	-4.14597	-2.28556	-4.14597
-13.13442	-4.073	-2.01862	-0.80412	-1.90906
-5.24152	-3.4734	-1.37822	-1.18421	-1.37822
-5.34308	-3.449	-3.13053	-2.03817	-3.13053
-4.07294	-3.7244	-3.49852	-3.49013	-2.80917
-4.84354	-3.4788	-2.35169	0.20258	-2.35169
-7.44257	-4.9614	-1.27469	-2.41109	-1.27469
-22.30661	-6.6903	-1.67101	0.66563	-2.45995
-14.05445	-6.9522	0.29527	0.35832	0.29527
-9.84042	-6.0983	-1.54335	-1.63971	-1.54335
-15.2475	-8.2676	-3.77363	-0.61451	-3.77363
-22.55512	-9.0572	-1.62833	-1.73899	-1.62833
-12.55802	-8.8629	-2.08329	-1.40944	-0.5254
-9.32707	-4.7723	-1.86008	0.20241	-1.86008
-6.54989	-5.8904	-0.22	-0.15935	-0.22
-13.30693	-7.4858	-1.33906	-0.53556	-1.33906
-15.77637	-8.7482	-1.46144	-0.45788	-1.46144
-16.41537	-9.6795	-3.27607	-1.74454	-3.27607
-15.72267	-8.0875	-2.08214	-0.13863	-2.08214
-6.57956	-2.1283	-3.29286	-0.89998	-3.29286
-6.08789	-2.5999	-0.69207	-1.52933	-0.69207
-13.81133	-7.8516	-0.50163	-0.83513	1.15291
-12.48795	-6.5365	-3.909	-2.85658	-2.94397
-12.24994	-8.4101	-2.05865	-1.49634	-2.67049
-14.04785	-7.5952	-1.56581	0.12656	-1.56581
-4.67556	-2.8075	-0.17978	-0.84335	-0.17978
-8.32122	-4.2577	-4.02214	-1.86639	-3.63307
-16.9017	-8.6477	-0.19561	-1.5818	-0.19561
-10.67868	-5.0532	-1.47352	-2.77032	-1.47352
-10.86766	-6.6081	-0.45882	2.61223	-1.57383
-8.67152	-5.8607	-1.76475	-0.78894	-1.76475
-8.37429	-4.8901	-0.79849	-1.02684	-0.79849
-6.02049	-4.1369	-1.38086	-0.81169	-0.7687
-6.40495	-4.8751	-0.99997	-1.26098	-0.99997
-11.63201	-3.3371	-2.3153	-0.73515	-2.3153
-9.096	-4.6439	-2.03575	-0.76109	-2.03575
-16.62765	-4.0267	-1.58234	-1.46283	-1.29012
-9.67948	-5.3797	-2.55755	-2.06811	-2.55755
-14.55439	-10.5914	-2.92417	0.03084	-2.22916
-9.00322	-4.4054	-1.23981	-0.87066	-1.54536
-10.13631	-2.4594	-3.45427	-0.52454	-3.45427
-13.13975	-5.1306	-1.0743	-1.37141	-1.84394
-8.34251	-2.9427	-1.36901	-0.99037	-0.89884
-10.76196	-2.7749	-2.71513	-1.13771	-2.71513
-11.56257	-3.9338	-2.81986	0.35877	-1.84402
-10.43277	-5.4912	-2.55672	-1.79094	-1.90431
-2.76935	-3.4166	-0.43024	-0.64955	-0.43024
-5.58856	-1.6731	-1.58121	-0.61411	-2.30462
-4.22805	-2.3736	-1.32733	0.14889	-1.32733
-9.63696	-5.4398	-2.16556	-0.23493	-1.09674
-8.10102	-3.1378	-2.74782	-1.47171	-2.74782
-13.62196	-5.4313	-0.58631	-0.61506	-1.05689
-5.06828	-2.1052	-1.23902	-1.25752	0.4907
-8.83682	-4.3148	-1.82949	-1.13141	-1.82949
-2.11095	-2.4471	-1.86396	-0.12439	-0.35614
-4.14703	-2.1596	-0.85089	0.03402	-0.85089
-6.14138	-0.9909	-2.87253	-2.25193	-2.87253
-4.27849	-2.9875	-3.89218	-0.91456	-3.89218
-4.89617	-2.8487	-1.11341	-1.62341	-1.11341
-5.45383	-2.8034	-3.65423	-1.29152	-3.65423
-5.69519	-1.9803	-2.51689	-2.24603	-2.51689
-6.11089	-4.0354	-2.25775	-0.81323	-2.25775
-6.55997	-4.2734	-0.99379	-0.78297	0.38658
-17.17291	-5.5538	-0.72699	0.13846	-1.08369
-14.25618	-5.8827	-4.43316	-0.76283	-4.43316
-16.12724	-6.7388	-2.01657	-0.34836	-2.01657
-17.99217	-8.5642	-0.36839	1.05231	-0.36839
-9.77336	-4.3204	-1.74511	-1.0855	-1.74511
-7.6463	-4.9281	-4.17958	0.34669	0.03584
-15.76079	-6.3582	-2.41228	0.60405	-2.31938
-9.74817	-4.1242	-2.26148	-0.21471	-1.16242
-8.58394	-4.534	-1.03676	-0.34152	-1.55078
-7.97544	-5.1171	-1.16025	-0.37171	-1.16025
-5.9986	-3.356	-2.32773	0.73618	-2.32773
-7.29716	-4.0049	-1.8536	-1.48334	-1.8536
-8.01012	-3.7038	-3.62918	-2.25159	-3.62918
-7.58673	-3.7854	-4.07832	-1.50809	-4.07832
-22.13565	-8.8817	-2.24914	1.24316	-2.24914
-24.58411	-10.7071	-1.80487	0.88357	-2.92715
-15.97379	-8.686	-1.95679	0.59109	-1.95679
-37.71748	-13.4759	-4.02659	-2.49157	-4.02659
-28.21095	-12.6179	-1.00148	-3.51695	-1.00148
-20.55394	-11.9968	-2.23038	-1.48606	-0.13237
-21.84486	-9.1531	-1.62733	-1.37729	-1.62733
-29.33034	-11.6048	-1.72958	-0.84965	-1.72958
-13.97557	-4.2918	-1.50349	0.19189	-1.50349
-4.99511	-2.4041	-1.01816	-1.34539	-0.72477
-8.30003	-5.5932	-1.73468	-1.35426	-1.73468
-9.79444	-5.8301	0.04643	0.16839	0.04643
-4.7302	-1.6145	-1.83239	-0.16987	-1.83239
-7.90647	-3.4501	0.73512	-1.1093	0.73512
-4.6179	-2.8495	-2.61835	-1.46821	-2.98728
-9.33905	-4.1398	-0.92826	-0.2211	-0.92826
-9.83883	-4.0219	-1.61448	-1.38308	-1.61448
-4.79673	-3.2108	-2.66069	-1.57619	-2.66069
-8.46956	-7.0435	-2.89275	0.51435	-3.37232
-6.64589	-2.8404	-4.31107	-2.16945	-4.31107
-40.76643	-16.4471	-2.31482	-1.17012	-1.52051
-19.728	-10.5022	-2.11633	-1.50566	-2.11633
-30.63273	-13.0005	-2.27623	0.39881	-2.27623
-20.40792	-10.9468	0.88914	-0.08753	0.88914
-8.19971	-2.8659	-1.15872	1.20286	-1.15872
-15.62704	-4.6511	-0.96856	-0.77385	-0.96856
-10.70619	-3.5074	-2.21571	-1.59997	-2.21571
-11.83706	-3.8979	-1.97016	-0.54936	-1.97016
-8.49124	-3.8531	-1.50731	-1.90816	-1.35521
-10.44149	-4.6868	-1.96892	-1.1558	-1.96892
-11.18662	-3.7153	-1.65505	-0.11519	-1.65505
-6.39657	-2.3669	-0.90298	-1.23613	-0.90298
-15.46163	-6.9649	-1.49571	0.55561	-1.49571
-8.97561	-6.2714	-0.51344	0.3535	0.61191
-9.52856	-6.5479	0.59301	0.43052	-0.43167
-16.10021	-6.2507	-1.49616	0.34182	-1.49616
-15.57844	-7.4576	-3.04043	-0.69262	-1.42328
-25.89383	-8.7465	0.39287	1.89782	0.39287
-12.39664	-9.2103	-1.28485	1.36047	-1.3926
-27.59518	-5.5597	-3.96949	-1.79759	-2.61551
-12.43766	-6.4934	-2.68864	-0.4677	-2.68864
-8.07203	-3.6722	-1.62717	-1.12835	-1.56306
-8.02227	-3.7736	-2.81848	-0.70219	-2.81848
-10.44956	-3.6531	-2.63263	-1.14395	-2.63263
-17.17143	-5.5117	-0.39628	0.52264	-0.39628
-18.04089	-6.7641	-3.7688	-2.35351	-3.7688
-22.00274	-6.9645	-0.28327	-2.36384	-2.36115
-15.99878	-6.5193	-2.44843	1.35423	-2.53421
-3.53383	-3.334	-1.19979	-1.12521	-1.0739
-6.58493	-2.2214	-0.04702	1.42941	-0.00753
-16.05563	-7.0866	-1.05508	-0.57172	-0.66232
-14.78206	-6.505	-1.93231	-0.73588	-1.46596
-19.28338	-6.808	-1.28994	-2.20407	-1.28994
-13.56999	-6.6849	-2.76977	-0.95597	-2.76977
-4.09553	-4.0443	-1.45699	-1.96499	-0.28632
-12.94657	-5.1846	-2.32903	-0.92153	-2.32903
-26.72715	-7.3961	-0.03914	-0.00785	-0.03914
-8.1314	-3.4527	0.43045	-1.50602	0.43045
-9.46734	-3.8102	-0.34799	0.55504	-0.34799
-8.41156	-3.059	-2.80699	-2.16215	-2.80699
-11.15417	-4.6194	-0.87807	-0.51459	-0.87807
-75.29347	-15.8279	-1.30729	0.42884	-1.12722
-8.93294	-5.2212	-1.86578	-0.79678	-1.18897
-8.70217	-5.6384	-0.6405	-0.2495	-0.6405
-8.17086	-4.8771	0.30949	1.15882	0.60276
-4.48549	-3.0711	-1.81784	-1.97349	-1.81784
-4.98027	-0.3433	-1.07739	-1.53916	-1.47997
-18.20835	-7.6707	-3.96631	-0.22922	-3.96631
-11.27511	-2.2255	-3.97366	-0.78165	-3.97366
-10.32589	-2.7013	-1.04816	-1.27619	-1.04816
-21.78833	-6.3759	-4.39596	-2.12272	-4.39596
-19.5558	-5.6392	-0.24252	-0.10801	-0.24252
-6.52289	-3.4057	-1.92147	-0.28516	-1.92147
-3.99842	-3.4853	-2.10862	-1.81824	-2.10862
-5.42338	-4.5424	-1.98401	0.45269	-1.98401
-7.07432	-4.2066	-1.55884	-0.84954	-1.55884
-7.25037	-5.5305	1.30339	1.47263	0.73669
-6.09337	-4.5969	-0.19018	-0.45028	-0.13715
-9.59597	-4.323	0.013	-0.70427	0.013
-6.83244	-4.5004	-2.39395	-1.87674	-2.39395
-5.567	-4.4335	-1.37427	-2.68019	-1.37427
-3.37615	-3.8284	-1.16907	0.53738	-1.16907
-7.58801	-5.5047	-3.79854	-0.08686	-2.43634
-2.52785	0.5054	-1.85414	-0.56783	-1.85414
-2.26918	-2.8166	-2.58994	-2.16796	-2.58994
-7.02328	-4.289	-2.13133	0.09389	-2.13133
-6.47673	-3.8564	-2.50752	-2.4503	-2.50752
-6.84581	-1.7627	-0.52391	-0.4869	-1.22517
-11.06596	-3.096	-3.38547	-1.45777	-3.38547
-7.5953	-2.3383	-3.47589	-1.14238	-2.62354
-6.11337	-3.0754	-2.46397	-1.7486	-2.46397
-6.62517	-3.1211	-3.10668	-1.63048	-3.10668
-13.08043	-4.7189	-0.99518	1.25003	-0.99518
-7.03631	-4.5218	-0.56451	0.14989	-0.56451
-8.43155	-5.6924	-3.2831	-0.11862	-3.11937
-6.15303	-3.6558	-1.60937	-0.36496	-1.60937
-22.48017	-6.1174	-2.13531	-0.88019	-2.13531
-0.79132	-2.0537	-2.81312	-1.52523	-2.81312
-9.57852	-3.9139	-2.39478	-0.16679	-2.39478
-5.22926	-1.9149	-1.64107	-0.54264	-1.51858
-5.2242	-4.5843	-1.90482	-0.59303	-1.90482
-7.2562	-3.0158	-1.77236	0.40675	-1.77236
-9.23381	-4.6333	-2.66278	-3.7904	-2.66278
-7.10719	-4.5228	-1.56342	1.18954	-1.56342
-9.07805	-4.2079	-0.98464	-1.31847	-1.27044
-4.81964	-1.9478	-1.08378	-0.36909	-1.08378
-9.05822	-4.9194	-0.63936	-1.06542	0.33366
-7.75014	-3.7077	-0.8555	-0.51499	-0.8555
-8.09251	-5.83	-2.60116	-1.23626	-1.73547
-7.01315	-3.6345	-2.29195	-0.37385	-2.29195
-16.97236	-5.9295	-2.28326	-1.86547	-2.28326
-7.63425	-3.6386	1.42922	-0.30429	1.42922
-17.99746	-8.0812	-1.98769	-0.80836	-1.98769
-8.94577	-3.1111	-2.46727	-1.03905	-2.59782
-10.09235	-5.7442	-3.36963	-0.04273	-3.36963
-8.66375	-4.96	0.25653	-2.03022	-1.00752
-4.85588	-5.3087	0.24515	-1.84478	0.24515
-3.57573	-2.6624	-3.04276	-3.80207	-3.04276
-8.07571	-3.3591	-2.37948	-0.0246	-2.37948
-14.93163	-4.3361	-1.45203	1.17924	-2.36562
-11.53955	-4.3987	-1.26761	-1.6465	-1.65992
-6.24509	-3.794	-2.52044	-1.25458	-2.52044
-9.21317	-3.8912	-0.62149	0.21713	-0.62149
-8.77554	-5.2388	-1.29999	0.07785	-1.31961
-8.34811	-5.7454	-2.13006	0.32428	-2.13006
-5.50203	-3.8744	-1.83919	-0.54956	-1.83919
-7.91221	-3.8774	-2.269	-0.37928	-2.269
-8.32414	-5.7926	0.36657	1.70521	0.36657
-5.66	-3.6051	-0.2944	-0.5913	-0.2944
-6.09668	-3.2323	-1.2737	0.22362	-1.2737
-6.04812	-5.3901	-0.85571	-0.04448	-0.85571
-3.2936	-2.6578	-2.64218	0.74984	-2.64218
-11.31266	-4.879	-1.69468	-2.10265	-1.69468
-9.89014	-4.3693	-1.71297	0.32386	-1.90272
-8.81886	-5.1508	-4.23431	-1.80272	-4.23431
-12.82612	-1.6165	0.49949	-0.95776	0.49949
-12.67348	-4.1526	0.03778	0.5195	0.03778
-6.83114	-4.7643	-2.7413	-1.16579	-2.7413
-4.09042	-2.8583	-3.9563	0.03806	-0.62792
-7.61204	-3.9331	-1.35537	0.05186	-1.35537
-7.79573	-4.8355	-3.84579	-1.72177	-2.9354
-5.04324	-3.9008	-1.58961	-2.28892	-1.58961
-10.8714	-5.5798	0.27195	-0.0823	0.27195
-15.03475	-4.9358	-3.96293	0.83155	-3.96293
-7.5882	-4.9902	-3.62527	-2.38769	-3.62527
-7.4911	-5.1601	-2.65975	1.12553	-2.65975
-7.05409	-4.6796	-0.81227	-0.46851	-0.81227
-4.24065	-3.565	-0.82653	-0.43611	-0.82653
-3.51191	-2.5128	-1.44325	1.36506	0.52036
-5.68032	-3.4854	-0.17139	-0.30767	-0.17139
-8.54041	-3.4023	-0.99071	0.63605	-0.99071
-9.48468	-4.6798	-1.14843	0.08329	-1.14843
-6.92869	-3.8449	-3.83468	-0.18136	-2.24565
-6.16747	-5.3878	-1.5923	-1.91076	0.0267
-4.2929	-3.3669	-1.15984	-0.47292	-1.15984
-6.0775	-4.4979	-2.3046	0.46293	-2.73581
-8.39737	-4.1291	-2.59664	-1.58375	-2.59664
-7.65553	-4.8171	-1.23516	-0.57308	-1.23516
-12.38055	-3.2611	-1.90532	-0.56275	-0.65814
-9.13118	-4.6014	-1.81211	0.24073	-1.0879
-5.99099	-4.289	-3.4892	-3.99055	-3.4892
-3.67813	-1.4794	-0.6692	-1.52817	-0.6692
-4.59616	-2.585	-2.17401	0.52401	-2.17401
-8.84837	-5.1312	-2.90543	-0.80511	-2.90543
-5.61783	-4.7147	-1.77304	0.43942	-1.77304
-8.55043	-3.0098	-3.19374	0.86673	-3.19374
-7.12127	-2.2389	-3.05459	0.62463	-2.64924
-11.02211	-2.612	-1.87516	-0.64971	-1.87516
-4.05997	-3.2374	0.5607	-1.30381	0.5607
-4.18381	-2.1877	-1.91699	0.95725	-1.91699
-1.96389	-2.6021	-0.69602	-0.70156	-0.69602
-11.13935	-5.755	-1.53971	-0.77753	-1.53971
-4.33699	-1.1648	-1.16725	-0.18928	-1.16725
-6.89512	-3.891	-1.28612	0.21005	-1.28612
-2.70684	-3.2691	-4.25867	-1.03576	-2.95877
-4.32215	-5.3318	-2.15617	-0.60237	-2.31965
-1.84968	-2.5349	-1.81792	0.30645	-1.81792
-8.70034	-5.1465	-0.21922	-0.19677	-0.21922
-6.16708	-4.5291	-1.87454	-1.85835	-1.87454
-7.49604	-4.1823	-2.50119	-0.509	-2.50119
-11.93369	-4.5807	-3.81019	-0.95392	-3.81019
-10.09282	-4.4624	-2.72024	-1.19718	-2.72024
-11.1624	-4.463	-1.52701	-0.7691	-0.95211
-8.64636	-3.3526	-3.45091	0.58154	-2.13802
-11.33125	-5.8953	-2.5977	-1.38358	-2.52939
-6.18779	-3.0774	-0.74964	-0.44678	-0.74964
-11.07996	-2.3339	-3.42188	-1.30371	-3.42188
-7.96332	-1.847	-0.88903	-1.60398	-0.88903
-10.61272	-4.7158	-2.30317	-0.47257	-2.68268
-6.22645	-2.2752	0.18404	-0.51488	0.18404
-8.6107	-4.476	-0.93079	-0.50578	-0.93079
-5.33034	-0.7242	-0.44765	-0.09218	-0.44765
-3.21725	-5.7743	-1.64296	-0.03537	-1.64296
-1.12662	-3.6907	-0.99959	0.28722	-0.99959
-10.92002	-5.1871	-0.30521	-0.26079	-1.15635
-6.81528	-4.5409	-1.70852	-1.72387	-1.70852
-7.26366	-4.75	-2.51547	-2.28346	-2.51547
-3.99978	-3.3403	-2.46778	-0.03984	-2.46778
-6.96939	-4.6347	-0.01041	-1.36389	-0.01041
-9.15139	-4.3031	-2.92333	-1.92368	-2.92333
-3.44343	-2.768	-0.72629	1.51246	1.19506
-7.56203	-2.7829	-2.23754	-0.44061	-2.23754
-6.54126	-3.5005	-3.36464	-0.83356	-2.23173
-7.0627	-3.1773	-1.02196	-0.93932	-1.02196
-11.02414	-5.5581	-1.64132	-0.58813	-1.64132
-8.36857	-5.2029	-1.10855	-2.29969	-1.10855
-10.4178	-5.104	-2.35882	-0.90831	-2.35882
-6.54471	-3.2637	-0.72341	-0.83077	-0.72341
-9.05851	-5.2531	-3.8115	0.82087	-3.8115
-13.64541	-4.8628	-2.45026	-0.68325	-2.45026
-9.43598	-4.4412	-2.71825	-0.76779	-2.74588
-6.58948	-3.3714	-3.12417	-0.62624	-3.12417
-10.95767	-5.6554	-2.07221	-0.10052	-2.07221
-8.97341	-2.7204	-2.28626	0.18465	-2.28626
-13.67429	-5.0355	-0.72154	0.19042	-0.72154
-8.77418	-2.2536	-2.87388	-0.21523	-2.87388
-7.15133	-4.0349	-1.47434	-0.44048	-1.73982
-8.56084	-4.609	-0.8705	0.00233	-0.8705
-3.50667	-4.7848	-3.51327	1.69064	-3.51327
-8.72038	-5.1019	-2.37603	-1.63519	-2.37603
-12.79127	-5.1064	-2.17228	0.31985	-1.75962
-9.6466	-4.2591	-0.68986	-1.23272	-0.68986
-10.84978	-4.8629	-1.36688	-1.10567	-1.36688
-7.86521	-4.7358	-2.28556	-0.73587	-2.49236
-5.60635	-3.9095	-0.21053	0.56056	-0.21053
-6.89671	-4.1014	0.25477	1.12823	0.75149
-8.67131	-6.4065	-1.13567	-0.1337	-1.13567
-7.42133	-3.9519	0.17865	0.0164	0.17865
-8.31728	-5.2748	-1.50535	-1.59384	-2.36753
-4.02893	-3.9848	-0.85764	-0.22017	-0.85764
-9.71663	-5.2431	-1.00818	0.34626	-1.03206
-3.8852	-1.653	0.88687	-0.12092	0.88687
-8.54967	-3.6548	-1.04217	0.97067	-0.75131
-12.0561	-5.4578	0.78216	-0.22987	0.78216
-7.38955	-4.1261	-1.85922	0.22737	-0.745
-5.84502	-3.0041	-1.31237	-1.58424	-1.31237
-6.72924	-5.952	-2.20579	0.40225	-2.20579
-3.15425	-2.3485	-2.4585	-1.06488	-0.79694
-12.20006	-5.0155	-0.08426	-0.34808	-0.08426
-7.22364	-3.179	-1.25191	-0.58633	-1.25191
-9.76662	-4.8231	-2.29923	-0.71827	-1.32483
-5.72898	-2.8838	1.33498	-0.96511	1.46008
-11.72291	-4.7025	-1.59066	1.97026	-1.59066
-13.02808	-1.2289	-2.74898	-1.5842	-2.74898
-6.9175	-1.691	-0.44422	-0.24645	-0.44422
-17.17202	-4.7577	-3.23071	-2.15657	-3.23071
-8.04255	-3.2875	-4.38974	-1.60181	-3.57918
-10.5523	-5.4051	-1.71381	0.03001	-1.69101
-7.8942	-3.2006	-0.95206	-1.29135	-0.95206
-9.82913	-5.5132	-2.46915	-1.51697	-2.46915
-9.15801	-4.849	-1.04571	0.3593	-1.04571
-7.14157	-3.423	-2.33677	-0.57177	-2.33677
-6.21497	-5.8372	-1.13748	0.29785	-0.94784
-13.71443	-5.3821	-3.9031	-1.2146	-3.64639
-8.4828	-3.3214	-0.7369	-0.59607	-0.7369
-12.99924	-4.6197	-3.07451	0.08411	-3.07451
-9.28225	-3.3005	-0.8623	-0.96133	-0.8623
-10.13053	-4.7046	-1.58303	-0.3216	-1.58303
-11.21714	-5.802	-2.24582	-0.60153	-2.24582
-8.46559	-5.4908	0.54102	0.27049	0.54102
-7.24242	-3.3742	-3.50563	-1.96005	-3.50563
-3.82472	-3.5707	-0.93512	1.65599	-0.93512
-11.25224	-4.4885	-2.25203	-0.64883	-2.25203
-8.67896	-2.6595	-1.60173	-2.24589	-1.60173
-6.58378	-1.3199	-2.89128	-1.43723	-2.89128
-6.90222	-1.3752	-1.07494	-1.70934	-1.07494
-5.9281	-5.1319	2.10259	-0.30372	2.10259
-1.89786	-3.6489	-2.3826	-2.47023	-2.3826
-5.08603	-5.231	-2.62156	-0.22711	-2.62156
-1.63499	-4.2775	0.00883	-0.35793	-0.22232
-9.44463	-5.7959	-0.80913	-0.03002	-0.87197
-2.37168	-2.9467	-4.46686	-3.17131	-4.46686
-8.1224	-5.2313	-2.10251	0.27974	-2.10251
-12.22129	-5.3562	-0.86217	-1.00885	-0.86217
-8.9377	-4.9275	-0.41248	0.97855	-0.41248
-5.59083	-2.7889	-2.16173	-0.76287	-2.16173
-8.77011	-5.2796	-1.91624	0.93169	-1.91624
