"Csf-1"	"Csf-2"	"Csf-3"	"Csf-4"	"Csf-5"
-14.39122	-4.3982	-1.10725	-0.32987	-2.7835
-10.73215	-4.8409	-1.97956	-1.43221	-1.97956
-9.86474	-4.9434	-0.29383	1.03001	-0.29383
-7.40767	-3.4279	-2.35175	0.00396	-2.35175
-8.91323	-5.1942	-2.02943	-0.09665	-2.02943
-8.26907	-3.1799	-2.37501	1.36772	-2.37501
-13.12728	-4.0134	-1.25837	-0.91607	-1.25837
-9.20281	-2.2937	-0.15995	-1.33902	0.52754
-5.3323	-3.1186	-2.10958	-0.74001	-1.41057
-9.25597	-4.4701	-1.22227	-1.7462	-1.22227
-4.44446	-4.7554	-2.70763	-2.18026	-2.70763
-6.50053	-4.0899	-1.87354	-0.37373	-1.87354
-5.28879	-4.8537	-1.93757	0.0098	-1.93757
-3.94799	-5.0088	-1.39796	-0.17003	-2.47897
-11.36205	-6.0408	-1.84719	-0.38769	-1.84719
-9.88513	-6.9327	-2.51291	-0.93704	-2.51291
-6.49347	-3.998	-1.1343	-0.60692	-1.1343
-16.72738	-6.2866	-0.74156	-1.41836	-0.74156
-15.54831	-6.6335	-1.61076	-0.25762	-2.23214
-15.20762	-7.5442	-1.90162	-1.73796	-1.93512
-14.84081	-3.4924	-1.21095	-0.04884	-1.11272
-21.11291	-5.7274	-1.54756	-1.20684	-1.54756
-10.40271	-4.701	-4.28922	-2.66905	-4.28922
-15.34885	-4.6596	-0.24913	1.40192	-0.24913
-16.49396	-7.0504	-1.36468	-1.97206	0.24658
-6.54655	-3.4015	-0.8352	-0.18203	-0.8352
-6.07495	-4.7365	-0.57335	-0.81095	-0.53553
-9.10878	-5.0513	-1.18869	0.62601	-1.18869
-7.7249	-2.9319	-1.52037	-1.24529	-1.52037
-8.00322	-4.6435	-2.02429	-1.77577	-2.02429
-6.97766	-5.5423	-1.67934	-0.54793	-1.67934
-3.1652	-3.5042	-4.08589	-2.27604	-4.71066
-9.88258	-5.602	-1.20493	0.02942	-1.20493
-9.41991	-3.8425	-1.26683	-0.24983	-1.26683
-2.15786	-1.764	-1.78958	-1.80817	-1.78958
-5.62682	-2.6326	-1.28653	0.15228	-1.28653
-8.43546	-4.6879	-2.59546	-0.15751	-2.59546
-35.9778	-7.0504	-1.8354	-0.19326	-1.8354
-18.14239	-4.7344	-1.87199	0.77464	-1.87199
-7.83719	-4.1441	-3.4156	1.84599	-3.4156
-8.39475	-3.2258	-1.59948	-1.31975	-1.45123
-9.60317	-6.4817	-3.42456	-0.62043	-3.42456
-25.28042	-7.7784	-1.73249	-2.57353	-1.73249
-25.29326	-5.843	-1.75068	-0.24962	-1.75068
-6.64293	-5.1334	-2.02624	0.7735	-2.28039
-19.90982	-5.7732	0.82668	-0.95148	0.82668
-41.73913	-3.4507	-0.82646	-1.01193	-0.82646
-15.24731	-7.5492	-2.6229	-1.6679	-2.6229
-6.6339	-5.6792	-2.21983	-1.98452	-2.46515
-7.10424	-2.4553	-2.65795	-0.73962	-2.65795
-6.25032	-3.9394	-3.82369	-0.31603	-3.82369
-9.12141	-4.4356	-1.44814	0.56619	-1.44814
-5.0664	-3.2373	0.72513	0.51687	-0.11455
-6.10781	-3.1758	-1.0246	-1.0842	-1.0246
-4.98587	-3.9135	-2.18002	-0.73063	-2.00245
-5.14795	-3.8371	-1.86835	-1.29124	-0.90729
-5.5474	-3.2755	-3.15322	1.38379	-3.15322
-22.50233	-7.3978	-1.40478	-1.15874	-1.40478
-16.64079	-6.6807	-1.91517	-1.78054	-1.91517
-7.36757	-2.3181	-0.49875	-1.06913	-0.49875
-6.35959	-3.0246	-2.93552	-0.89204	-2.93552
-7.05402	-3.8246	-1.83245	-1.45478	-1.83245
-7.49338	-2.6433	-2.38182	-2.94401	-2.38182
-4.04283	-3.203	-2.75454	-1.65284	-2.75454
-8.72532	-3.1167	-1.72291	-1.49973	-1.9732
-7.0535	-3.3592	-1.87318	-0.08886	-1.87318
-7.87302	-3.191	-3.27887	0.36995	-3.27887
-8.77704	-2.9104	-1.56873	-0.72613	-1.56873
-2.142	-3.4462	-1.98587	0.36205	-1.11863
-4.6335	-2.7872	-1.41455	0.03775	-0.59845
-7.49481	-1.3737	-2.35545	-0.30573	-2.98707
-7.5124	-2.5829	-2.43944	-1.17481	-2.43944
-11.74336	-5.6668	-1.6182	-1.42413	-1.6182
-7.09677	-2.8687	-2.47613	-0.61997	-1.71915
-1.59866	-1.4159	0.02815	0.11816	-0.07564
-6.59252	-7.5349	-1.60099	0.35386	-1.7424
-6.70594	-3.6972	-1.66292	-0.18644	-2.12073
-5.57666	-6.9033	-1.93481	-1.49633	-1.93481
-5.36746	-6.4323	-0.87389	-1.67314	-0.87389
-3.54333	-3.8108	-0.83543	-1.05837	-0.83543
-3.63019	-3.7271	-1.1981	0.6901	-1.1981
-8.91738	-6.1956	-3.2197	1.07775	-1.12921
-9.3382	-3.5798	-0.6267	0.33467	-0.6267
-8.39074	-5.8141	-2.69406	2.1703	-2.59148
-7.09017	-6.9939	-1.26449	-0.51827	-1.26449
-6.49732	-5.7158	-2.18278	0.16586	-0.663
-23.73144	-5.3998	-1.50156	0.39398	-1.50156
-21.86519	-4.4818	-1.98083	-0.86216	-1.71176
-0.38995	-0.5764	-1.44878	0.43435	-1.13612
-19.43407	-11.2021	0.06745	0.64448	0.06745
-18.38872	-10.2863	-1.72182	-0.03571	-1.50652
-16.13313	-9.7771	-1.45456	0.28958	-1.45456
-15.97252	-8.7112	-4.50579	1.01639	-2.36512
-78.39122	-17.057899	-1.56624	-1.40944	-1.56624
-8.68635	-5.6447	-1.28029	0.94508	-1.28029
-68.94848	-16.873199	-1.08063	-0.30915	-1.08063
-7.10158	-4.2224	-2.06641	-1.31906	-2.06641
-41.69978	-11.2377	-1.01671	0.06319	-1.01671
-8.58591	-5.4006	-3.7013	-2.66773	-2.97836
-8.13558	-4.4375	-2.67084	0.68504	0.19863
-13.19791	-5.5749	-0.21593	-0.14952	-0.21593
-9.54655	-5.5177	-0.69621	0.13033	-0.69621
-5.49811	-4.7	-0.52784	1.83469	0.78926
-6.87655	-3.4166	-3.25059	-0.77496	-3.25059
-10.17307	-5.1037	-4.92683	-2.43951	-4.92683
-8.31156	-4.5405	-2.1778	-1.55729	-2.73718
-7.66893	-4.7778	-1.84245	-0.28241	-1.84245
-7.42282	-5.6452	-1.6024	-1.27729	-1.06265
-7.40517	-4.3241	-0.32059	0.45408	-0.32059
-7.12187	-6.199	-0.18414	-1.31939	-0.18414
-7.92089	-5.5568	-0.94249	-2.02378	-0.30477
-6.19557	-5.0098	-3.1281	-0.40288	-2.1396
-6.45202	-6.404	0.34685	-0.02891	0.34685
-7.5467	-4.302	-2.50893	-3.02498	-2.50893
-9.21462	-5.6814	-2.87454	-0.94495	-2.87454
-8.36454	-5.5437	0.79063	-0.8509	0.4905
-5.84411	-4.7592	0.47637	-1.9617	0.47637
-7.00892	-5.5902	-2.52077	-0.41167	-2.52077
-9.9792	-4.5774	1.40609	2.27372	1.40609
-8.16367	-5.0523	-2.93765	-1.33674	-1.54042
-7.8393	-4.214	-0.6292	-2.51232	-0.89299
-7.03778	-4.9014	-2.61448	-0.74288	-1.32002
-3.91752	-2.4219	-1.36686	1.82683	-1.36686
-5.88835	-1.9455	-2.56137	-0.26071	-2.56137
-9.42313	-3.9205	-0.904	-1.77573	-1.50472
-5.81765	-5.3006	-3.73502	-1.35986	-3.73502
-3.61088	-2.3526	-3.0095	1.13793	-3.0095
-7.28628	-5.2245	-2.05489	-0.74101	-2.05489
-9.55218	-4.5544	-3.08597	-0.36342	-3.08597
-4.82386	-4.5112	-1.71279	-2.25302	-1.71279
-8.60196	-5.5793	-1.53702	0.95858	-0.4947
-7.56246	-5.3688	-2.04936	0.84282	-2.04936
-8.24045	-5.2145	-1.70767	0.12958	-1.70767
-5.70393	-4.4596	-1.80852	-0.52223	-1.51105
-3.9573	-3.0014	-0.70849	-1.70996	-3.0722
-7.17685	-4.7367	1.76222	0.37172	1.76222
-7.71836	-6.1343	-1.95855	0.71074	-1.95855
-6.1471	-4.8084	-1.12424	0.88416	-1.12424
-6.95742	-3.7585	-0.87339	-1.80654	-0.87339
-7.0818	-5.3466	-2.26949	0.27676	-2.26949
-8.49927	-5.5177	0.16232	0.49244	0.58334
-8.85312	-4.3845	-3.08158	-3.07286	-3.08158
-11.62975	-4.7414	-2.31495	-0.50112	-2.69416
-5.0352	-4.3347	-2.27099	-2.83972	-2.1866
-8.3599	-5.0569	-1.73834	-0.04355	-1.33386
-8.24771	-5.1625	-1.66121	-0.16508	-1.66121
-7.71582	-5.3633	-2.11484	1.73987	-2.01609
-8.55325	-5.4949	-0.36139	1.01166	-0.36139
-5.97727	-1.434	-3.55185	0.39116	-3.55185
-0.3373	-2.9283	-4.366	-0.36931	-2.81929
-6.20078	-3.5937	-1.68376	0.49594	-1.68376
-3.63442	-3.0788	-0.74555	-1.77738	-1.89234
-19.89628	-8.2455	0.32377	1.7658	0.32377
-15.45036	-6.3962	0.08929	0.75766	0.08929
-14.40477	-6.2882	-3.72366	-0.17783	-3.72366
-10.82639	-4.3224	-0.53582	1.39483	-0.53582
-9.36984	-5.8901	-2.55899	-0.30406	-2.52468
-16.53651	-7.7103	-2.87626	-2.22973	-3.12906
-28.47977	-10.4933	-1.64845	-1.84193	-1.64845
-3.23615	-2.0247	-1.96433	0.16083	-1.96433
-52.1006	-11.3975	-2.6583	0.1736	-3.00952
-5.99734	-6.6405	-2.13411	0.61825	-2.13411
-8.75375	-6.8295	0.16558	1.46055	0.16558
-10.42909	-2.784	-2.16469	-1.18846	-2.16469
-5.13934	-4.8226	-1.46264	0.04426	-1.46522
-5.93758	-5.0076	-1.02137	-0.40246	-0.13206
-6.05452	-4.4279	-1.17712	-0.74305	-1.17712
-10.54772	-6.1469	-1.83293	-0.62949	-1.83293
-8.39599	-5.7816	-1.06742	-1.63982	-1.06742
-9.96217	-5.7004	-0.92599	0.14714	1.2799
-10.64908	-6.8133	-1.93206	-0.03409	-1.93206
-12.23164	-6.927	0.15038	-0.71675	0.15038
-8.85997	-6.6117	-2.15337	-0.37745	-2.15337
-10.86393	-5.6139	-1.23874	-0.07615	-1.30612
-4.24201	-2.6836	-1.7753	-0.31638	0.07361
-13.68116	-5.1227	-2.93604	0.36005	-2.93604
-14.6752	-7.1088	-1.79429	-0.17504	-1.79429
-14.96288	-6.1265	-2.64375	-2.10767	-2.64375
-15.90946	-7.3998	-1.79523	-3.00042	-1.79523
-5.43929	-2.4883	-0.63479	-0.11343	-0.05141
-5.13155	-1.9178	0.05904	-0.04535	0.05904
-20.30393	-7.4507	-1.66596	-1.07195	-1.66596
-15.54025	-6.9941	-2.21699	-0.899	-2.21699
-15.20106	-6.7654	-0.80829	0.16456	-0.80829
-13.54057	-8.481	-3.13895	-1.12166	-3.78622
-4.97134	-3.9867	-3.8576	-2.38213	-2.74977
-11.5321	-4.8246	-1.14868	-2.20909	-1.14868
-4.25885	-3.4666	1.44495	0.10326	1.44495
-18.61253	-6.7758	-1.341	-1.81628	-1.341
-9.7844	-4.9675	-0.97781	-2.4036	-0.97781
-9.88802	-6.1399	-1.58133	0.70276	-1.58133
-6.28866	-2.5472	-1.38171	-0.03078	-1.38171
-14.03901	-5.2665	-1.50899	-1.50281	-1.50899
-19.61808	-6.9988	-0.69502	0.88885	-1.23639
-18.3934	-6.857	-3.5925	1.07552	-3.5925
-5.68344	-0.7903	-2.3773	-1.34601	-2.3773
-23.35103	-6.174	-1.51711	-0.65768	-1.51711
-11.37358	-5.8026	-5.52024	-0.65578	-5.52024
-13.30091	-5.5797	-1.46596	-3.62332	-2.30423
-17.44825	-5.6094	-1.08095	-1.05545	-1.08095
-15.48881	-5.8207	-3.86135	-1.00701	-2.18327
-13.60731	-5.3759	0.06614	0.39025	-1.46863
-11.18553	-1.2151	-3.16212	-0.53121	-2.339
-3.41733	-1.9997	-3.39799	-1.8902	-2.21683
-5.34641	-1.3068	-1.40699	0.06031	-0.33837
-1.01488	-3.1223	-1.83176	0.12661	-1.83176
-7.42598	-4.9721	-2.18647	0.02804	-2.18647
-11.19648	-2.4474	-2.11155	-1.67454	-2.11155
-9.78523	-6.1262	-1.96892	-0.70866	-1.96892
-10.14861	-4.7032	-1.15494	-1.29545	-1.15494
-25.26282	-3.9871	-1.96664	0.55384	-2.21633
-25.8761	-2.9319	-1.05812	-1.45399	-0.13493
-20.03058	-2.698	-2.24214	-0.18808	-2.24214
-19.357	-3.133	-1.56041	-0.13398	-1.56041
-18.16588	-3.4035	-1.13094	1.35236	-1.13094
-23.65083	-5.7412	-2.40963	0.03398	-2.40963
-41.76996	-5.6737	-2.08143	-0.25319	-2.08143
-25.50295	-5.1316	-2.14065	-2.51643	-0.0553
-20.99222	-4.6056	-0.53671	-1.48841	-1.18543
-18.61235	-5.6714	-0.32484	-1.0955	-1.31207
-18.71477	-6.4678	0.27458	-0.86055	0.27458
-16.9601	-4.5807	-1.39313	-0.51794	-1.39313
-16.57669	-6.1081	-2.42419	-0.94685	-2.42419
-6.68284	-0.7809	-1.01079	-1.35684	-1.01079
-7.55685	-5.4897	-2.10159	-1.06234	-2.10159
-6.39789	-1.4461	-2.91729	-0.77021	-2.91729
-5.40282	-1.8126	0.26437	0.37798	0.26437
-5.10232	-1.0009	-1.63085	-1.4869	-1.63085
-6.21885	-4.4475	-2.30825	0.63249	-2.30825
-16.98643	-5.5665	-2.93271	0.04293	-2.93271
-15.32537	-5.0496	-1.50564	-2.1329	-1.50564
-14.29038	-7.4601	-0.71415	-1.63317	-0.93859
-15.51845	-7.3938	-1.69619	-0.18931	-1.69619
-9.74062	-5.2649	-4.97269	-1.65808	-3.70238
-20.41194	-7.9029	-3.3518	-0.76878	-2.51648
-6.80622	-1.4199	-1.11509	-0.50826	-1.11509
-6.96976	-6.5536	-2.14466	-0.24434	-1.14461
-7.36598	-7.5613	-3.56013	-3.81542	-2.13725
-7.82153	-5.2586	-1.35402	-2.33203	-1.35402
-5.30801	-5.4157	-1.25873	0.36621	-1.25873
-6.35842	-8.3479	-1.80921	-1.2717	-1.80921
-3.67898	-4.5346	-1.53335	-0.80441	-1.53335
-10.07199	-8.5748	-0.2303	-0.27282	-0.2303
-14.88991	-4.401	-2.49022	-2.31917	-2.49022
-11.73945	-3.2073	-4.92979	1.82671	-4.92979
-8.24123	-3.6703	-2.25474	-0.48945	-2.25474
-8.29254	-3.5853	-1.43205	-1.03714	-1.43205
-5.32553	-1.5783	-1.75353	0.62323	-1.75353
-4.79263	-5.1139	-1.22206	-1.43952	-1.22206
-7.086	-3.9211	-2.93376	-1.10178	-2.93376
-5.43627	-3.5049	-1.50998	0.65679	-1.50998
-3.2143	-2.003	-1.98498	1.09766	-2.9555
-7.77115	-3.9159	-0.01888	0.75469	-0.01888
-5.28694	-4.7839	-1.94681	-1.11524	-0.885
-5.7647	-4.327	-0.80357	0.30359	-0.40266
-5.23905	-2.1174	-0.6833	-1.36299	-0.6833
-4.131	-4.1778	-1.27903	-0.61646	-1.27903
-4.71282	-3.4284	-1.22129	-0.01993	-1.22129
-2.41433	-4.2	-2.17339	1.36067	-1.14516
-4.51784	-1.786	-2.4787	-3.31019	-2.4787
-5.34264	-2.8318	-2.5751	-0.08494	-3.29315
-5.67686	-3.9213	-2.50265	-1.03063	-2.50265
-8.93856	-4.0927	-2.1703	0.57469	-2.1703
-7.73238	-4.3717	-0.8012	-0.5746	-0.8012
-10.06916	-4.2107	-3.53471	0.41892	-1.37906
-4.95529	-3.5497	-3.89628	0.52755	-4.4849
-6.54168	-3.9773	-3.07408	-1.73465	-3.09515
-10.36608	-4.1551	-2.67739	0.75184	-2.67739
-5.12945	-4.2045	-3.19364	-1.25746	-3.19364
-5.13405	-3.294	-2.30231	-1.11408	-2.30231
-8.74598	-4.7177	-2.61685	0.89612	-2.61685
-9.21079	-3.9018	-3.57045	-1.75024	-3.57045
-6.04782	-4.3284	-4.59352	-2.18809	-4.59352
-9.458	-4.8145	-3.69032	-0.76039	-3.69032
-12.90801	-5.6617	-6.99792	-1.26478	-6.99792
-5.49548	-4.8325	0.55091	-0.28982	0.34499
-12.53496	-6.0321	-3.50931	0.36373	-3.50931
-6.29389	-5.3324	-1.58289	0.80823	-1.58289
-4.43211	-3.6771	-2.72919	-0.0199	-2.72919
-5.79723	-1.8473	-4.48309	0.97579	-4.48309
-9.30576	-3.8315	-1.76008	-1.44512	-1.76008
-6.32013	-3.255	-3.16176	0.00579	-3.16176
-8.55607	-4.3654	-2.02946	-1.84229	-2.02946
-5.96566	-2.7566	-1.49491	0.7552	-1.49491
-4.92146	-2.8136	-0.57277	0.79324	-0.73989
-4.56783	-3.4871	-0.65672	-0.54273	0.17638
-4.50848	-2.707	-2.81462	-0.42478	-2.81462
-5.33833	-3.3812	-3.1021	-1.65522	-3.1021
-6.98321	-2.9157	-1.63612	-0.96517	-1.63612
-3.85147	-2.5851	-0.51519	1.08529	-2.40795
-2.33148	-1.3641	-1.03008	-0.36396	-1.03008
-7.28415	-1.306	-1.5734	-0.4114	-1.5734
-8.11318	-4.3272	-1.3243	-0.22062	-1.3243
-13.80237	-4.1795	-2.89342	0.10657	-2.89342
-16.40403	-5.0234	-0.15196	1.18528	-0.15196
-14.60212	-6.0742	-3.04322	0.31649	-3.04322
-13.48613	-4.5904	-3.026	-0.16892	-3.026
-4.40882	-1.9864	-1.97096	-0.0024	-1.97096
-13.28213	-5.982	-2.42792	-0.12956	-2.42792
-9.65843	-3.8907	-3.01368	0.24903	-3.01368
-12.5505	-3.5295	0.05814	-1.69799	0.05814
-11.91461	-4.1367	-1.67302	-0.25943	-1.07321
-10.4501	-4.2719	-2.05401	0.42409	-2.05401
-3.51916	-2.8872	0.20215	0.22435	0.20215
-15.15285	-5.1147	-3.11878	0.63413	-3.11878
-8.44959	-2.1686	-0.2268	-0.06474	-0.2253
-8.38564	-4.3933	-2.92768	-0.41616	-2.92768
-8.74003	-2.9568	-1.60789	-0.9715	-1.60789
-9.59972	-3.917	1.0173	0.91414	1.0173
-12.55223	-10.1112	-2.85676	-1.11329	-2.85676
-12.28215	-9.9534	-1.10357	-0.58605	-1.10357
-13.10321	-9.1608	-2.18207	-0.53959	-2.18207
-18.35328	-8.7421	-2.22673	-0.16029	-2.22673
-7.10909	-4.6676	-1.47362	-1.07032	-1.61769
-28.98486	-6.76	-2.36243	-0.38263	-2.36243
-9.46231	-2.4871	0.41274	-0.62426	0.41274
-16.31529	-5.1414	-0.4767	-0.0399	-0.4767
-20.75655	-6.1945	-2.00522	-1.14703	-0.54599
-12.24261	-5.3258	-2.76972	-0.40137	-2.76972
-38.20573	-5.2248	-1.71798	-0.09393	-2.15917
-6.41997	-2.2223	-2.15054	-1.67787	-2.15054
-42.08671	-10.8968	-1.44162	-0.79565	-1.85495
-3.29378	-1.8476	-1.60717	-0.596	-1.60717
-4.15743	-1.2904	-1.03441	-2.46704	-1.03441
-3.5059	-1.7545	-2.80753	0.58055	-2.80753
-3.59984	-3.1231	-0.85652	-1.85476	-0.85652
-6.77926	-3.4799	0.03294	-0.24976	-0.01329
-5.6133	-3.4219	-1.57657	-1.95468	-1.30488
-5.02506	-2.1478	-2.03589	-1.47384	-2.03589
-5.12809	-3.4712	-2.9985	-2.12816	-2.9985
-8.18538	-3.4232	-3.25416	-2.22932	-3.25416
-3.7194	-3.6948	0.33439	-2.5853	0.33439
-7.05753	-3.0109	-1.69001	-0.99767	-1.69001
-5.59073	-4.3631	0.39094	-1.50108	-0.28546
-7.20809	-3.6024	-1.74058	-0.19697	-1.08522
-7.68667	-3.32	-2.67608	-0.15941	-2.67608
-6.0216	-3.0788	-1.31617	-0.3411	-1.31617
-3.67943	-3.5097	-1.54456	-2.8077	-1.54456
-7.83173	-4.1973	-2.58323	-0.63483	-2.58323
-6.8365	-3.1066	-2.27289	1.65981	-2.27289
-5.94287	-4.6292	-1.0997	0.93569	-1.0997
-6.2	-2.6253	-1.2197	-1.11665	-1.58324
-7.9351	-4.6472	-2.67064	-2.37786	-2.67064
-6.26696	-2.44	-4.77369	-3.53335	-4.77369
-7.03958	-4.2235	-2.16092	-1.08204	-2.61536
-5.42786	-4.2553	-3.0128	0.18667	-3.0128
-4.67643	-3.0628	-3.0226	0.87069	-3.31658
-3.12134	-3.2738	-3.06798	-1.9551	-3.06798
-3.00322	-3.439	-3.91617	-1.1328	-3.91617
-3.31855	-3.5095	-2.21326	0.89054	-1.70952
-5.58179	-4.1964	-0.29778	-1.26074	0.10822
-7.40015	-2.9607	-1.80411	-0.86935	-2.0949
-4.07045	-2.0318	-2.36315	-1.95101	-3.59485
-7.14521	-2.5291	-3.1966	-1.67274	-3.10889
-4.37315	-3.3481	-3.62743	-2.22588	-3.21739
-3.30757	-3.0451	-3.05971	-1.55632	-3.05971
-3.31347	-1.7444	-1.07132	-1.52974	-1.07132
-2.94896	-2.6745	-2.44103	0.5061	-2.44103
-10.35893	-3.11	-3.39298	-0.60464	-3.39298
-6.72467	-2.9389	-1.43105	0.02542	-1.89223
-6.78559	-2.9727	-2.3353	-0.50187	-2.59138
-4.52168	-2.574	-2.11548	0.28575	-3.0522
-5.75362	-2.0532	-0.73606	1.37226	-0.73606
-3.18384	-2.9503	-2.23582	-1.4559	-2.23582
-4.10113	-3.5736	-1.87086	-0.10329	-1.87086
-4.94088	-4.0868	-2.76956	1.80851	0.01978
-3.0948	-3.3254	-0.08216	0.64766	-0.72
-5.7418	0.2691	-0.31808	0.61409	-0.24141
-8.40264	-4.1834	-3.0124	-0.46746	-3.0124
-3.42656	-3.6235	-1.73534	0.09538	-1.73534
-7.79448	-5.3853	-1.98067	-1.72996	-1.98067
-7.72416	-4.1562	-3.83584	0.39656	-3.44142
-3.93076	-2.0685	-0.54297	-1.62964	-0.54297
-4.57139	-2.6976	-1.30401	0.68275	-1.17804
-7.74899	-3.8433	-1.75942	-1.43575	-1.31802
-6.16381	-2.9505	-2.70435	-0.94913	-2.70435
-3.35008	-2.9032	-1.07631	-0.54284	-1.07631
-4.01979	-2.9112	-3.42896	-1.20025	-4.43623
-7.54553	-2.8539	-1.47597	-1.43657	-1.47597
-4.34392	-1.7666	-1.82035	-0.69024	-1.82035
-7.25072	-4.0858	-2.3405	0.65754	-0.8896
-14.7515	-4.9116	-2.17117	-1.55543	-0.1967
-16.09207	-5.9003	-2.26892	-0.24571	-2.26892
-6.41358	-2.0621	-0.60596	-0.02925	-0.60596
-16.97283	-7.1174	-0.26137	-0.21693	-0.26137
-11.89068	-4.9191	-2.87986	-0.44583	-2.87986
-13.66227	-3.7075	-0.18852	0.61466	-1.38228
-6.29992	-3.4075	-4.7642	0.91111	-2.00889
-18.81422	-7.7846	-1.64989	0.83365	-1.64989
-12.60488	-7.6787	-0.22398	-0.47407	-0.22398
-17.45939	-9.6845	-0.7152	-0.25119	0.76254
-6.65085	-2.3959	-0.90721	0.19463	-0.96652
-24.37211	-2.4814	-1.36646	0.23273	-1.36646
-3.09653	-0.9855	-1.73393	0.21715	-1.73393
-20.15665	-3.5808	-0.2	-0.36961	-0.2
-16.84822	-3.4966	-2.47807	-0.1077	-2.08201
-24.24024	-4.1259	-0.38977	0.26719	0.32876
-19.45247	-4.3248	-3.09086	-1.35972	-2.4824
-19.37872	-4.8076	-1.33362	-0.43755	-1.30521
-18.81848	-6.0405	-1.45843	0.79756	-1.45843
-14.55163	-6.6585	-1.10342	0.34224	-1.10342
-11.28192	-5.0378	-1.29584	0.00557	-1.2651
-10.82295	-6.8126	-1.60224	0.53908	-1.60224
-9.94555	-2.9754	-0.9179	-1.18789	-0.9179
-9.63213	-5.7271	-3.51992	-1.56422	-3.51992
-9.84409	-3.8378	-2.21399	-0.99293	-2.21399
-19.23531	-9.6468	-2.09137	-0.1616	-2.09137
-16.39385	-5.8679	-2.86961	-0.07807	-2.86961
-17.02582	-9.9154	-2.56145	0.53842	-2.56145
-16.61517	-9.3635	-0.88456	0.58675	-0.93783
-5.62052	-4.9787	-1.16346	0.55264	-1.16346
-6.07321	-1.7641	-0.84769	1.30263	-0.84769
-6.47774	-4.0511	-2.7443	-0.71354	-2.7443
-18.08225	-9.3146	-2.53893	0.38201	-2.53893
-16.72967	-9.5201	0.50824	-0.62944	0.50824
-19.4379	-6.6331	-3.51855	-3.48559	-3.51855
-4.60056	-6.1492	-1.93687	-0.25759	-2.08707
-17.13615	-7.3284	-1.91195	-0.67857	-0.73115
-15.10029	-8.652	-3.01059	-0.50018	-3.01059
-8.41222	-4.2941	-1.29953	-0.99809	-1.29953
-7.9734	-3.3092	-2.70302	-1.62858	-1.88435
-11.77272	-7.1201	-2.96111	0.41482	-2.96111
-9.22227	-4.6765	-3.65526	-0.66444	-1.80601
-19.95092	-9.945	-1.25125	1.01346	-1.25125
-4.72268	-4.3653	-1.33355	-1.28127	-0.68885
-3.24973	-4.1871	-1.7936	-0.74342	-1.7936
0.85713	-4.0086	-3.19237	0.69727	-3.19237
-6.18715	-3.5863	-0.97971	-0.55917	-0.97971
-7.69418	-5.2896	-3.69588	-1.34391	-3.69588
-7.13987	-5.9481	-0.86374	0.01998	-2.70741
-6.09538	-7.2849	-0.28411	0.32504	-0.28411
-7.9167	-9.0033	-0.67803	-0.08326	-0.03387
-5.42572	-3.8699	-3.29381	-2.27434	-3.29381
-6.13657	-4.6278	-4.35369	1.04448	-4.35369
-6.40017	-7.2559	0.00078	-0.29173	0.00078
-5.59031	-7.0835	-1.82415	-0.69122	0.7425
-3.7305	-2.0519	-2.4783	0.70753	-1.76637
-4.98359	-2.8319	-3.02936	-0.36668	-1.87765
-3.74571	-1.8161	-1.8268	-0.43998	-1.97336
-1.62935	-0.5792	-1.76302	1.16768	-1.76302
-3.81657	-2.6875	-1.7653	1.68644	-1.7653
-1.41025	-0.956	0.1422	0.31577	0.1422
-3.96097	-1.9695	-1.06179	-0.16195	-1.06179
-4.02887	-0.7075	-0.92886	-0.06507	-0.92886
-4.92763	-1.9453	-1.81755	-0.45699	-1.81755
-9.42205	-3.4233	-2.86201	-0.97297	-2.86201
-28.9131	-8.9512	-2.77625	-0.07621	-2.6093
-10.00738	-5.1043	-1.86798	0.21886	-1.86798
-9.65791	-5.3354	-1.29015	-0.21456	-1.29015
-11.62729	-8.7221	-1.20329	0.20223	-1.20329
-10.88997	-5.6383	-0.94976	0.40462	0.24793
-15.31496	-8.703	-3.13464	-0.87947	-3.13464
-4.93188	-4.1301	-2.61103	-0.23567	-2.7892
-6.55061	-1.5203	-2.04828	-1.93335	-2.04828
-9.25579	-5.6804	-2.44783	-0.15461	-2.44783
-10.41134	-4.5992	-1.01606	-2.2418	-1.01606
-9.78767	-3.6027	-2.42688	-1.3906	-2.42688
-5.06793	-4.1923	-2.96197	-1.92036	-2.96197
-9.74178	-5.449	-2.78251	-0.92687	-2.78251
-13.99863	-4.7243	-2.93274	0.38559	-2.93274
-10.89768	-5.6366	-3.08594	-1.86335	-3.08594
-10.51284	-3.2645	-1.82771	-0.50717	-1.82771
-2.13571	-2.8857	-1.37054	-0.01048	-1.37054
-1.36486	-2.6508	-1.76152	-1.87821	-1.76152
-2.91478	-3.6555	-3.42719	-0.36899	-3.42719
-6.74076	-3.1985	-3.79688	-1.7719	-3.75779
-7.68725	-2.8195	-4.4827	-2.18753	-4.4827
-11.49142	-5.6768	-1.71409	0.9389	-1.31583
-12.57099	-4.9487	-3.98196	0.74105	-3.98196
-5.78538	-2.7601	-1.92463	-1.25869	-1.92463
-11.64154	-6.8341	-2.19473	-2.51136	-2.19473
-9.00546	-3.3804	-1.76154	1.03214	-1.76154
-12.23338	-6.765	-1.69376	-1.6061	-1.69376
-10.93825	-6.6574	-1.53007	1.03201	-1.53007
